invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date
100404,Body Care and Hygiene,Hand Sanitizer,4,14.76,60,802,2022-12-29
100405,Body Care and Hygiene,Body Lotion,3,22.31,31,450,2022-01-16
100406,Hair Care,Shampoo,1,39.39,6,7,2022-04-08
100407,Skin Care,Moisturizer,2,94.62,49,818,2024-04-07
100408,Hair Care,Hair Oil,4,27.0,38,598,2020-07-18
100409,Oral Care,Toothpaste,4,15.24,37,765,2021-04-19
100410,Oral Care,Mouthwash,1,13.03,29,9,2022-07-19
100411,Hair Care,Hair Oil,4,8.95,50,319,2023-07-26
100412,Oral Care,Toothpaste,2,12.49,4,28,2024-11-28
100413,Skin Care,Sunscreen,2,75.47,47,590,2024-07-12
100414,Skin Care,Sunscreen,1,22.0,41,779,2021-03-20
100415,Oral Care,Toothpaste,1,13.32,41,7,2024-05-25
100416,Skin Care,Moisturizer,2,68.17,1,897,2022-05-08
100417,Oral Care,Mouthwash,4,3.51,14,271,2023-10-22
100418,Hair Care,Hair Oil,4,38.61,54,727,2024-09-22
100419,Skin Care,Moisturizer,1,63.3,39,315,2023-09-23
100420,Skin Care,Lip Balm,1,11.83,33,156,2020-05-08
100421,Skin Care,Face Wash,3,97.17,57,381,2022-11-08
100422,Hair Care,Conditioner,1,28.68,56,923,2021-07-10
100423,Body Care and Hygiene,Hand Sanitizer,3,21.21,4,610,2020-10-28
100424,Hair Care,Hair Oil,3,33.87,11,474,2022-07-15
100425,Hair Care,Conditioner,4,21.91,32,166,2021-09-10
100426,Body Care and Hygiene,Body Lotion,1,4.74,29,312,2020-08-25
100427,Skin Care,Sunscreen,3,84.54,47,353,2024-10-16
100428,Skin Care,Sunscreen,2,42.58,4,641,2024-11-22
100429,Hair Care,Conditioner,4,21.8,48,317,2022-10-29
100430,Hair Care,Hair Oil,4,44.38,39,598,2024-09-17
100431,Oral Care,Mouthwash,1,7.27,15,327,2021-02-05
100432,Hair Care,Hair Oil,1,49.98,36,348,2022-11-27
100433,Skin Care,Sunscreen,2,45.91,20,49,2024-03-21
100434,Hair Care,Hair Oil,4,42.98,26,117,2024-06-18
100435,Oral Care,Toothpaste,4,7.92,23,709,2021-08-11
100436,Body Care and Hygiene,Deodorant,1,26.86,19,667,2022-03-23
100437,Hair Care,Hair Oil,1,7.49,16,345,2021-11-17
100438,Body Care and Hygiene,Hand Sanitizer,3,16.91,5,666,2020-04-26
100439,Skin Care,Lip Balm,4,62.93,35,971,2021-09-03
100440,Body Care and Hygiene,Deodorant,1,22.11,12,395,2023-10-06
100441,Hair Care,Hair Oil,3,6.75,57,318,2023-10-17
100442,Hair Care,Shampoo,2,8.69,57,961,2024-09-22
100443,Skin Care,Moisturizer,2,16.2,26,217,2020-04-20
100444,Body Care and Hygiene,Body Lotion,2,9.95,2,509,2024-11-12
100445,Hair Care,Conditioner,2,23.98,39,438,2023-12-14
100446,Skin Care,Lip Balm,3,74.5,23,804,2020-04-20
100447,Skin Care,Lip Balm,4,72.65,32,459,2023-04-18
100448,Body Care and Hygiene,Deodorant,3,20.04,22,497,2021-04-26
100449,Oral Care,Mouthwash,4,7.34,56,585,2022-02-17
100450,Skin Care,Sunscreen,4,58.78,47,77,2021-10-24
100451,Skin Care,Sunscreen,1,63.84,1,666,2023-05-04
100452,Skin Care,Moisturizer,3,97.14,19,51,2022-02-07
100453,Body Care and Hygiene,Hand Sanitizer,4,4.06,56,286,2021-06-06
100454,Hair Care,Shampoo,1,23.44,50,316,2023-08-30
100455,Skin Care,Sunscreen,3,62.5,48,802,2020-11-17
100456,Hair Care,Shampoo,4,33.24,57,158,2020-02-28
100457,Body Care and Hygiene,Deodorant,1,15.03,59,148,2020-04-22
100458,Skin Care,Sunscreen,1,61.24,43,935,2022-07-04
100459,Oral Care,Toothpaste,3,12.47,51,21,2025-01-29
100460,Skin Care,Lip Balm,3,68.04,8,289,2022-08-25
100461,Hair Care,Shampoo,1,11.61,35,519,2020-01-18
100462,Skin Care,Sunscreen,1,30.26,4,647,2020-06-05
100463,Body Care and Hygiene,Deodorant,4,13.19,39,76,2021-02-04
100464,Body Care and Hygiene,Hand Sanitizer,3,8.71,13,781,2023-05-11
100465,Hair Care,Conditioner,4,43.2,49,602,2021-08-27
100466,Skin Care,Moisturizer,3,39.41,6,692,2022-05-22
100467,Hair Care,Conditioner,1,33.06,13,573,2020-01-10
100468,Skin Care,Moisturizer,4,57.7,12,975,2024-12-23
100469,Body Care and Hygiene,Deodorant,1,3.8,9,32,2021-12-21
100470,Body Care and Hygiene,Hand Sanitizer,2,13.97,42,211,2020-05-23
100471,Body Care and Hygiene,Hand Sanitizer,4,20.16,18,380,2020-11-15
100472,Body Care and Hygiene,Deodorant,3,17.92,32,640,2021-12-20
100473,Skin Care,Moisturizer,2,58.71,15,101,2021-10-30
100474,Skin Care,Moisturizer,3,98.84,34,999,2022-11-12
100475,Body Care and Hygiene,Deodorant,3,8.0,10,559,2025-01-21
100476,Skin Care,Moisturizer,2,19.78,7,465,2020-12-16
100477,Skin Care,Sunscreen,2,87.85,31,230,2023-08-25
100478,Hair Care,Conditioner,3,11.47,1,93,2020-01-10
100479,Skin Care,Sunscreen,4,98.36,45,303,2022-07-23
100480,Body Care and Hygiene,Deodorant,3,3.98,50,158,2023-09-11
100481,Body Care and Hygiene,Deodorant,4,27.05,10,105,2024-12-31
100482,Hair Care,Hair Oil,3,10.59,22,254,2022-03-23
100483,Skin Care,Lip Balm,3,59.08,42,387,2020-06-19
100484,Oral Care,Toothpaste,2,13.41,31,602,2022-03-29
100485,Body Care and Hygiene,Body Lotion,2,14.96,56,323,2021-10-03
100486,Skin Care,Face Wash,4,83.14,11,343,2024-07-21
100487,Body Care and Hygiene,Deodorant,1,23.55,53,811,2021-10-20
100488,Hair Care,Shampoo,1,15.57,6,203,2024-01-08
100489,Hair Care,Hair Oil,1,15.32,14,590,2024-06-05
100490,Skin Care,Lip Balm,2,17.38,53,785,2020-08-06
100491,Oral Care,Mouthwash,2,16.9,46,700,2021-07-16
100492,Oral Care,Toothpaste,1,17.79,57,605,2023-11-13
100493,Hair Care,Shampoo,4,36.79,12,875,2021-03-09
100494,Skin Care,Sunscreen,2,99.76,2,340,2023-05-03
100495,Skin Care,Lip Balm,4,52.14,52,701,2023-09-17
100496,Skin Care,Moisturizer,3,31.96,23,982,2023-11-20
100497,Hair Care,Hair Oil,4,31.92,9,404,2022-01-16
100498,Skin Care,Moisturizer,3,62.09,59,753,2021-08-09
100499,Hair Care,Shampoo,2,16.38,30,924,2023-08-07
100500,Body Care and Hygiene,Deodorant,1,26.68,2,947,2022-07-27
100501,Hair Care,Shampoo,1,9.65,12,640,2022-04-29
100502,Skin Care,Lip Balm,1,77.4,54,555,2024-03-08
100503,Skin Care,Sunscreen,2,90.84,39,424,2023-02-26
100504,Skin Care,Lip Balm,3,22.15,52,393,2025-01-20
100505,Body Care and Hygiene,Deodorant,3,12.12,36,301,2024-09-16
100506,Body Care and Hygiene,Hand Sanitizer,2,14.44,55,542,2023-02-06
100507,Hair Care,Hair Oil,4,17.81,47,229,2021-05-09
100508,Skin Care,Face Wash,1,90.96,36,664,2020-10-19
100509,Body Care and Hygiene,Deodorant,2,16.97,5,985,2023-11-08
100510,Body Care and Hygiene,Deodorant,1,8.15,56,351,2020-11-03
100511,Oral Care,Mouthwash,4,18.05,2,826,2022-08-28
100512,Body Care and Hygiene,Body Lotion,1,18.91,29,557,2021-03-10
100513,Skin Care,Lip Balm,4,58.68,22,364,2024-01-05
100514,Skin Care,Moisturizer,4,69.46,16,271,2022-05-03
100515,Body Care and Hygiene,Hand Sanitizer,2,26.07,19,437,2020-06-17
100516,Body Care and Hygiene,Deodorant,1,14.02,53,227,2020-01-11
100517,Body Care and Hygiene,Body Lotion,1,4.22,17,26,2022-09-08
100518,Skin Care,Moisturizer,1,12.04,3,806,2021-07-25
100519,Body Care and Hygiene,Hand Sanitizer,4,3.87,54,374,2023-08-31
100520,Skin Care,Face Wash,3,96.59,25,528,2021-05-03
100521,Hair Care,Hair Oil,4,46.14,48,142,2022-08-17
100522,Skin Care,Sunscreen,3,67.84,4,656,2024-04-17
100523,Skin Care,Face Wash,3,18.64,31,759,2020-02-26
100524,Body Care and Hygiene,Deodorant,4,14.79,22,234,2021-04-18
100525,Body Care and Hygiene,Deodorant,3,3.13,54,90,2022-12-31
100526,Oral Care,Mouthwash,1,11.68,14,738,2022-01-10
100527,Skin Care,Face Wash,4,16.0,59,289,2020-10-02
100528,Skin Care,Sunscreen,2,19.87,42,577,2021-01-16
100529,Body Care and Hygiene,Deodorant,2,15.17,56,222,2023-09-21
100530,Body Care and Hygiene,Deodorant,1,3.93,12,49,2021-11-21
100531,Body Care and Hygiene,Hand Sanitizer,1,23.95,55,417,2022-01-19
100532,Hair Care,Shampoo,3,36.69,21,354,2020-12-02
100533,Skin Care,Moisturizer,4,25.88,37,587,2023-09-24
100534,Hair Care,Conditioner,2,48.57,57,198,2024-08-01
100535,Body Care and Hygiene,Hand Sanitizer,1,5.03,43,402,2021-01-29
100536,Body Care and Hygiene,Body Lotion,3,3.56,16,700,2021-02-03
100537,Body Care and Hygiene,Deodorant,3,5.11,29,373,2020-04-17
100538,Skin Care,Moisturizer,4,46.54,34,790,2021-05-21
100539,Hair Care,Shampoo,3,29.53,42,966,2022-10-04
100540,Oral Care,Toothpaste,3,9.89,44,456,2023-06-28
100541,Oral Care,Toothpaste,2,6.69,38,994,2023-05-07
100542,Skin Care,Lip Balm,1,48.3,18,321,2020-12-22
100543,Hair Care,Conditioner,4,18.71,17,404,2024-08-06
100544,Oral Care,Toothpaste,3,16.49,57,223,2021-03-25
100545,Body Care and Hygiene,Body Lotion,1,21.16,10,672,2023-09-04
100546,Body Care and Hygiene,Hand Sanitizer,4,15.24,52,143,2022-10-22
100547,Hair Care,Hair Oil,4,35.47,53,683,2020-07-27
100548,Hair Care,Conditioner,1,48.41,39,415,2023-08-29
100549,Hair Care,Hair Oil,2,39.96,59,314,2023-04-21
100550,Body Care and Hygiene,Hand Sanitizer,1,25.98,24,956,2024-08-25
100551,Skin Care,Lip Balm,4,94.27,16,92,2021-01-04
100552,Skin Care,Lip Balm,3,70.73,20,272,2020-07-01
100553,Skin Care,Moisturizer,2,68.38,45,198,2020-02-24
100554,Skin Care,Moisturizer,3,93.33,15,724,2022-06-02
100555,Skin Care,Lip Balm,1,10.09,33,923,2020-10-15
100556,Hair Care,Conditioner,4,12.66,41,743,2021-11-23
100557,Hair Care,Shampoo,4,5.81,49,864,2020-09-06
100558,Body Care and Hygiene,Hand Sanitizer,3,23.85,9,747,2023-01-14
100559,Hair Care,Conditioner,2,41.85,26,575,2024-04-01
100560,Hair Care,Conditioner,3,17.15,18,723,2023-10-24
100561,Body Care and Hygiene,Body Lotion,3,22.56,26,285,2021-03-06
100562,Body Care and Hygiene,Deodorant,1,19.85,51,14,2023-04-26
100563,Body Care and Hygiene,Deodorant,3,7.65,39,804,2025-01-07
100564,Skin Care,Face Wash,4,65.13,47,526,2022-05-26
100565,Hair Care,Shampoo,1,14.82,26,736,2020-04-04
100566,Skin Care,Sunscreen,2,60.71,11,129,2021-06-11
100567,Body Care and Hygiene,Deodorant,2,18.16,47,350,2024-12-24
100568,Body Care and Hygiene,Deodorant,4,15.55,11,914,2023-02-16
100569,Oral Care,Toothpaste,4,13.32,24,838,2023-08-01
100570,Hair Care,Conditioner,1,18.86,18,985,2023-03-27
100571,Body Care and Hygiene,Body Lotion,4,17.4,55,585,2022-11-23
100572,Oral Care,Toothpaste,4,14.73,10,397,2022-11-29
100573,Hair Care,Shampoo,4,12.03,8,486,2021-04-29
100574,Oral Care,Toothpaste,3,7.5,14,250,2024-02-22
100575,Oral Care,Toothpaste,4,11.04,20,308,2024-07-21
100576,Skin Care,Face Wash,2,81.75,16,386,2023-05-13
100577,Hair Care,Conditioner,4,43.71,37,27,2023-07-24
100578,Skin Care,Moisturizer,3,95.24,22,431,2024-08-23
100579,Hair Care,Conditioner,2,45.39,53,121,2022-11-26
100580,Hair Care,Hair Oil,1,47.38,16,51,2021-12-31
100581,Skin Care,Lip Balm,1,83.31,3,157,2021-06-28
100582,Body Care and Hygiene,Hand Sanitizer,3,27.15,7,65,2022-11-29
100583,Body Care and Hygiene,Deodorant,4,12.76,54,544,2020-04-01
100584,Hair Care,Conditioner,3,24.59,9,437,2020-02-16
100585,Skin Care,Sunscreen,4,55.22,48,375,2023-09-25
100586,Oral Care,Mouthwash,2,13.38,30,254,2024-03-08
100587,Hair Care,Shampoo,4,28.3,36,11,2024-01-28
100588,Skin Care,Face Wash,2,44.26,39,619,2023-06-04
100589,Hair Care,Shampoo,2,6.53,60,781,2020-07-30
100590,Skin Care,Face Wash,4,14.72,51,456,2022-07-26
100591,Oral Care,Toothpaste,2,4.16,11,176,2022-09-27
100592,Skin Care,Face Wash,1,69.7,30,937,2021-04-12
100593,Hair Care,Hair Oil,4,5.73,17,943,2023-08-27
100594,Skin Care,Face Wash,1,63.73,22,977,2020-09-01
100595,Body Care and Hygiene,Body Lotion,2,5.06,49,7,2020-05-23
100596,Oral Care,Mouthwash,3,7.33,26,105,2024-06-06
100597,Skin Care,Sunscreen,1,16.86,10,305,2023-01-03
100598,Skin Care,Sunscreen,2,39.5,54,271,2022-05-31
100599,Hair Care,Hair Oil,1,17.5,19,392,2020-08-04
100600,Skin Care,Moisturizer,2,97.92,20,105,2024-10-10
100601,Skin Care,Moisturizer,4,10.53,51,252,2021-01-15
100602,Body Care and Hygiene,Body Lotion,3,3.51,50,786,2021-12-20
100603,Skin Care,Face Wash,2,79.38,16,971,2020-06-28
100604,Skin Care,Lip Balm,3,22.22,51,219,2020-07-11
100605,Skin Care,Moisturizer,3,90.36,47,336,2023-06-05
100606,Hair Care,Conditioner,1,5.23,59,834,2022-07-25
100607,Skin Care,Lip Balm,2,77.44,39,706,2020-12-06
100608,Hair Care,Conditioner,1,29.35,22,156,2022-03-10
100609,Body Care and Hygiene,Body Lotion,3,18.41,29,367,2023-07-15
100610,Skin Care,Face Wash,1,20.65,26,647,2021-03-25
100611,Skin Care,Face Wash,2,12.38,60,811,2024-08-23
100612,Oral Care,Toothpaste,1,5.74,2,650,2023-08-30
100613,Skin Care,Sunscreen,4,44.04,44,357,2023-06-30
100614,Body Care and Hygiene,Body Lotion,4,20.0,24,797,2022-11-10
100615,Skin Care,Face Wash,4,40.16,24,976,2024-02-16
100616,Body Care and Hygiene,Hand Sanitizer,1,13.47,33,367,2024-10-08
100617,Body Care and Hygiene,Hand Sanitizer,1,11.17,57,907,2020-12-31
100618,Oral Care,Toothpaste,2,12.39,25,876,2020-11-16
100619,Body Care and Hygiene,Hand Sanitizer,4,6.47,30,205,2024-06-27
100620,Skin Care,Sunscreen,4,99.23,4,112,2024-07-31
100621,Hair Care,Shampoo,3,41.09,29,537,2020-11-22
100622,Skin Care,Sunscreen,1,70.95,58,122,2022-11-08
100623,Body Care and Hygiene,Deodorant,1,11.21,18,829,2020-10-18
100624,Body Care and Hygiene,Hand Sanitizer,1,17.48,31,872,2022-10-10
100625,Hair Care,Hair Oil,1,10.95,42,586,2020-07-06
100626,Oral Care,Mouthwash,3,12.26,6,638,2025-01-02
100627,Body Care and Hygiene,Hand Sanitizer,1,22.67,17,728,2024-10-25
100628,Body Care and Hygiene,Body Lotion,1,18.84,17,966,2022-02-26
100629,Oral Care,Mouthwash,2,16.04,45,862,2021-02-06
100630,Oral Care,Mouthwash,1,18.32,24,839,2021-01-21
100631,Hair Care,Shampoo,3,20.37,8,191,2022-09-24
100632,Skin Care,Face Wash,2,29.46,1,268,2024-08-10
100633,Oral Care,Toothpaste,2,7.77,21,73,2022-09-25
100634,Body Care and Hygiene,Body Lotion,2,16.41,22,453,2023-09-02
100635,Skin Care,Moisturizer,1,27.31,31,3,2021-09-15
100636,Skin Care,Face Wash,3,61.4,28,25,2023-08-16
100637,Skin Care,Lip Balm,1,58.64,25,45,2024-01-07
100638,Skin Care,Moisturizer,3,36.19,56,835,2023-11-05
100639,Skin Care,Moisturizer,2,49.74,55,436,2021-11-11
100640,Hair Care,Hair Oil,4,30.95,21,633,2020-01-28
100641,Oral Care,Mouthwash,4,6.3,23,134,2023-06-04
100642,Hair Care,Shampoo,3,22.79,3,545,2024-05-09
100643,Hair Care,Conditioner,3,18.8,58,651,2020-08-25
100644,Skin Care,Moisturizer,1,25.41,13,873,2024-11-13
100645,Hair Care,Shampoo,2,15.55,47,459,2023-08-24
100646,Skin Care,Lip Balm,1,30.28,11,459,2021-01-07
100647,Skin Care,Sunscreen,4,83.46,22,931,2024-07-24
100648,Body Care and Hygiene,Hand Sanitizer,3,8.5,6,229,2023-11-04
100649,Skin Care,Lip Balm,4,34.77,60,162,2020-08-10
100650,Oral Care,Mouthwash,2,16.89,9,655,2025-01-22
100651,Oral Care,Toothpaste,2,15.29,10,935,2024-01-11
100652,Oral Care,Mouthwash,2,8.19,19,292,2020-08-13
100653,Oral Care,Mouthwash,3,14.06,5,477,2024-02-20
100654,Oral Care,Toothpaste,3,5.67,26,528,2022-02-28
100655,Hair Care,Shampoo,3,33.75,30,286,2022-11-07
100656,Body Care and Hygiene,Body Lotion,3,23.9,49,516,2022-09-23
100657,Body Care and Hygiene,Hand Sanitizer,4,27.42,40,510,2020-01-18
100658,Oral Care,Toothpaste,3,11.22,44,849,2021-10-03
100659,Skin Care,Lip Balm,4,66.94,41,541,2024-02-23
100660,Skin Care,Lip Balm,2,56.25,10,976,2022-01-10
100661,Skin Care,Face Wash,1,75.46,33,643,2020-04-05
100662,Skin Care,Face Wash,1,82.17,50,675,2023-01-12
100663,Skin Care,Moisturizer,1,47.67,11,432,2021-08-16
100664,Skin Care,Face Wash,4,80.7,4,669,2020-12-22
100665,Body Care and Hygiene,Hand Sanitizer,3,6.83,36,156,2024-03-10
100666,Hair Care,Shampoo,1,6.59,32,198,2020-02-24
100667,Skin Care,Lip Balm,1,16.86,22,246,2022-01-13
100668,Skin Care,Face Wash,4,93.68,30,798,2023-02-23
100669,Body Care and Hygiene,Hand Sanitizer,1,10.49,21,258,2020-08-26
100670,Hair Care,Hair Oil,2,32.47,22,898,2024-03-18
100671,Oral Care,Toothpaste,3,13.15,6,183,2020-10-13
100672,Skin Care,Sunscreen,3,51.78,23,541,2024-12-24
100673,Skin Care,Lip Balm,1,35.33,29,830,2022-10-09
100674,Body Care and Hygiene,Hand Sanitizer,1,13.88,20,745,2021-07-22
100675,Body Care and Hygiene,Deodorant,1,3.5,30,712,2021-10-21
100676,Hair Care,Hair Oil,2,32.5,15,726,2022-11-14
100677,Hair Care,Shampoo,2,7.81,33,381,2020-09-29
100678,Hair Care,Conditioner,4,45.19,33,591,2021-12-31
100679,Hair Care,Shampoo,1,20.73,31,189,2023-05-05
100680,Body Care and Hygiene,Body Lotion,2,27.01,46,592,2024-07-31
100681,Skin Care,Lip Balm,1,48.83,16,905,2020-05-05
100682,Oral Care,Mouthwash,2,10.29,18,720,2022-04-08
100683,Skin Care,Lip Balm,4,54.5,20,253,2025-01-26
100684,Hair Care,Shampoo,1,31.27,36,140,2025-01-31
100685,Body Care and Hygiene,Body Lotion,4,25.97,57,407,2021-10-27
100686,Oral Care,Toothpaste,1,3.94,12,897,2022-07-13
100687,Hair Care,Shampoo,3,40.47,43,233,2024-03-08
100688,Body Care and Hygiene,Hand Sanitizer,1,7.08,24,298,2022-08-08
100689,Skin Care,Lip Balm,2,18.12,3,111,2023-09-11
100690,Hair Care,Conditioner,1,10.52,18,847,2020-01-24
100691,Skin Care,Face Wash,4,71.63,15,257,2022-01-24
100692,Skin Care,Face Wash,2,96.75,44,880,2020-10-20
100693,Body Care and Hygiene,Hand Sanitizer,4,15.17,19,747,2023-12-09
100694,Skin Care,Lip Balm,2,47.92,57,59,2023-03-29
100695,Hair Care,Hair Oil,4,39.85,42,725,2021-09-23
100696,Skin Care,Moisturizer,4,46.9,30,1,2021-01-27
100697,Body Care and Hygiene,Deodorant,3,19.11,17,986,2020-05-30
100698,Skin Care,Face Wash,2,84.31,25,686,2024-04-18
100699,Oral Care,Toothpaste,2,14.85,8,508,2023-04-19
100700,Body Care and Hygiene,Deodorant,3,16.09,13,920,2024-03-25
100701,Hair Care,Conditioner,3,11.1,56,199,2023-08-24
100702,Body Care and Hygiene,Deodorant,3,14.21,19,624,2020-04-16
100703,Hair Care,Shampoo,3,15.16,59,820,2021-03-08
100704,Hair Care,Conditioner,2,7.64,31,68,2023-03-27
100705,Body Care and Hygiene,Hand Sanitizer,3,27.03,16,579,2024-02-20
100706,Hair Care,Hair Oil,1,19.69,35,852,2021-12-12
100707,Skin Care,Face Wash,2,38.26,50,443,2024-03-22
100708,Skin Care,Lip Balm,4,17.16,38,893,2022-03-28
100709,Skin Care,Lip Balm,1,60.0,58,372,2023-01-12
100710,Skin Care,Moisturizer,3,11.99,13,493,2023-02-08
100711,Body Care and Hygiene,Deodorant,1,27.0,56,452,2023-11-23
100712,Skin Care,Sunscreen,4,42.97,31,82,2022-10-21
100713,Body Care and Hygiene,Body Lotion,4,16.58,43,515,2020-07-14
100714,Hair Care,Hair Oil,2,20.98,50,264,2024-04-16
100715,Skin Care,Face Wash,2,71.68,46,228,2022-10-14
100716,Skin Care,Face Wash,4,85.15,38,153,2023-01-27
100717,Skin Care,Lip Balm,2,67.15,3,346,2022-07-23
100718,Skin Care,Sunscreen,1,84.98,33,415,2023-12-21
100719,Hair Care,Shampoo,4,39.93,12,517,2021-12-25
100720,Oral Care,Mouthwash,3,8.87,9,283,2024-09-21
100721,Hair Care,Conditioner,3,15.87,4,93,2024-01-16
100722,Skin Care,Face Wash,2,76.47,19,275,2023-06-12
100723,Hair Care,Hair Oil,4,7.09,23,27,2025-02-08
100724,Oral Care,Mouthwash,4,15.27,54,759,2021-03-11
100725,Hair Care,Shampoo,2,45.91,21,756,2020-03-17
100726,Body Care and Hygiene,Hand Sanitizer,4,10.42,21,383,2021-11-13
100727,Body Care and Hygiene,Body Lotion,4,29.96,34,231,2021-12-31
100728,Skin Care,Lip Balm,1,39.21,52,464,2024-02-16
100729,Oral Care,Mouthwash,4,5.53,12,940,2024-06-30
100730,Skin Care,Face Wash,1,13.13,55,214,2023-07-14
100731,Body Care and Hygiene,Body Lotion,4,4.61,54,576,2022-03-18
100732,Body Care and Hygiene,Body Lotion,1,16.33,35,94,2021-03-10
100733,Skin Care,Lip Balm,3,24.47,10,416,2020-10-09
100734,Hair Care,Hair Oil,2,6.59,53,341,2024-12-27
100735,Skin Care,Face Wash,2,66.41,2,36,2023-06-24
100736,Body Care and Hygiene,Body Lotion,3,17.57,17,236,2025-01-13
100737,Hair Care,Shampoo,2,29.97,50,530,2020-03-29
100738,Hair Care,Shampoo,3,29.43,20,71,2023-12-30
100739,Oral Care,Mouthwash,4,16.69,26,391,2022-04-21
100740,Body Care and Hygiene,Deodorant,2,15.94,53,47,2020-03-29
100741,Skin Care,Moisturizer,3,13.09,21,102,2024-08-01
100742,Hair Care,Hair Oil,2,9.95,58,143,2021-07-17
100743,Hair Care,Hair Oil,2,35.75,8,148,2022-10-28
100744,Body Care and Hygiene,Hand Sanitizer,2,12.65,42,153,2022-09-06
100745,Body Care and Hygiene,Deodorant,1,23.04,14,266,2022-03-23
100746,Body Care and Hygiene,Hand Sanitizer,1,29.82,27,812,2021-03-17
100747,Hair Care,Shampoo,2,41.96,9,604,2025-01-01
100748,Oral Care,Mouthwash,3,12.94,51,499,2021-04-23
100749,Skin Care,Lip Balm,4,68.0,32,100,2023-01-04
100750,Hair Care,Shampoo,2,35.21,47,465,2023-11-27
100751,Oral Care,Toothpaste,4,13.33,8,798,2025-01-20
100752,Oral Care,Toothpaste,1,8.52,6,169,2024-03-15
100753,Hair Care,Hair Oil,3,32.28,4,657,2023-01-08
100754,Skin Care,Sunscreen,1,93.52,40,932,2020-06-06
100755,Hair Care,Shampoo,3,38.42,7,162,2020-06-23
100756,Hair Care,Conditioner,2,20.14,36,241,2023-09-20
100757,Oral Care,Mouthwash,2,3.67,18,472,2020-11-01
100758,Oral Care,Mouthwash,2,4.84,53,112,2021-12-24
100759,Oral Care,Mouthwash,4,8.81,53,953,2024-12-20
100760,Skin Care,Sunscreen,4,38.2,9,45,2020-03-30
100761,Hair Care,Shampoo,4,49.31,22,999,2023-12-03
100762,Skin Care,Sunscreen,4,53.17,5,670,2024-04-07
100763,Skin Care,Lip Balm,4,51.0,23,258,2021-08-21
100764,Body Care and Hygiene,Deodorant,2,21.99,54,655,2023-08-21
100765,Hair Care,Shampoo,2,35.87,58,216,2023-04-03
100766,Skin Care,Sunscreen,2,89.8,10,319,2024-12-22
100767,Skin Care,Sunscreen,1,53.91,50,54,2023-06-19
100768,Body Care and Hygiene,Body Lotion,3,16.7,20,896,2020-05-12
100769,Body Care and Hygiene,Body Lotion,3,17.15,12,342,2024-09-27
100770,Oral Care,Toothpaste,3,16.26,2,653,2023-04-24
100771,Hair Care,Hair Oil,3,25.56,54,226,2023-01-24
100772,Hair Care,Shampoo,3,10.59,7,290,2021-10-14
100773,Body Care and Hygiene,Body Lotion,4,6.35,36,267,2023-02-25
100774,Body Care and Hygiene,Deodorant,3,26.25,8,340,2022-09-21
100775,Body Care and Hygiene,Deodorant,1,26.61,44,381,2023-01-11
100776,Hair Care,Conditioner,1,45.22,12,628,2023-09-10
100777,Body Care and Hygiene,Body Lotion,1,3.32,44,820,2022-11-01
100778,Skin Care,Lip Balm,4,60.21,47,865,2023-06-11
100779,Skin Care,Sunscreen,1,39.68,54,194,2023-05-14
100780,Skin Care,Lip Balm,1,87.13,58,327,2020-03-13
100781,Skin Care,Moisturizer,4,29.02,28,727,2020-11-16
100782,Body Care and Hygiene,Hand Sanitizer,2,9.83,14,558,2022-08-26
100783,Hair Care,Hair Oil,3,45.82,11,250,2020-01-09
100784,Skin Care,Moisturizer,2,20.2,1,577,2021-02-17
100785,Body Care and Hygiene,Hand Sanitizer,3,28.27,28,358,2020-11-12
100786,Body Care and Hygiene,Body Lotion,1,7.26,3,340,2021-03-01
100787,Skin Care,Moisturizer,4,87.39,52,269,2021-11-06
100788,Hair Care,Conditioner,2,40.33,21,268,2022-12-28
100789,Hair Care,Hair Oil,3,34.91,12,250,2021-03-10
100790,Oral Care,Toothpaste,2,3.18,13,152,2020-11-19
100791,Skin Care,Moisturizer,4,47.55,45,553,2024-07-21
100792,Skin Care,Sunscreen,2,25.64,1,235,2023-05-04
100793,Skin Care,Sunscreen,2,73.37,1,473,2022-09-11
100794,Skin Care,Sunscreen,4,97.33,1,194,2020-11-01
100795,Skin Care,Lip Balm,4,67.23,2,986,2020-02-16
100796,Oral Care,Mouthwash,1,10.75,55,698,2021-11-01
