invoice_no,category,quantity,price,shopping_mall,invoice_date
100454,Groceries,2,413.97,The Streets at Southpoint,2023-01-31
100455,Accessories,3,233.1,International Plaza and Bay Street,2023-04-30
100456,Toys,2,22.21,The Shops at Columbus Circle,2024-03-16
100457,Jewelry,1,64.44,The Shops at La Cantera,2023-07-07
100458,Toys,4,294.33,West Edmonton Mall,2024-01-06
100459,Home Decor,3,184.47,Yorkdale Shopping Centre,2021-08-21
100460,Books,4,27.73,Town Center at Boca Raton,2022-08-22
100461,Electronics,2,416.04,Bloor-Yorkville,2020-11-08
100462,Clothing,2,51.03,Metrocentre,2020-10-27
100463,Clothing,1,346.0,Yorkdale Shopping Centre,2024-03-24
100464,Groceries,3,76.13,Bullring & Grand Central,2022-03-06
100465,Electronics,4,77.67,The Mall at Millenia,2021-04-19
100466,Accessories,4,107.79,Perimeter Mall,2023-10-13
100467,Accessories,1,121.11,South Coast Plaza,2022-02-14
100468,Groceries,2,455.21,CambridgeSide,2020-08-28
100469,Toys,1,56.79,The Americana at Brand,2022-01-23
100470,Home Decor,4,416.22,The Galleria at Fort Lauderdale,2021-12-28
100471,Beauty Products,1,187.66,South Coast Plaza,2025-01-08
100472,Beauty Products,3,444.44,Palisades Center,2024-11-01
100473,Accessories,1,384.27,Meadowhall,2021-08-07
100474,Accessories,2,232.76,Aventura Mall,2024-11-07
100475,Home Decor,1,315.82,Lakeside Shopping Centre,2023-02-04
100476,Clothing,1,411.31,Metrocentre,2022-04-27
100477,Home Decor,2,170.24,NorthPark Center,2023-11-24
100478,Clothing,1,382.78,Westfield Annapolis,2023-05-07
100479,Clothing,2,126.35,The Galleria,2022-12-06
100480,Clothing,4,78.65,NorthPark Center,2023-08-16
100481,Groceries,3,487.32,Aventura Mall,2020-03-13
100482,Footwear,2,195.63,Brookfield Place,2023-06-30
100483,Accessories,1,295.92,Bluewater Shopping Centre,2023-09-19
100484,Books,4,420.45,Easton Town Center,2021-07-08
100485,Groceries,1,110.02,Westfield Annapolis,2023-01-16
100486,Accessories,2,363.48,SouthPark,2024-01-25
100487,Electronics,1,58.15,Stonebriar Centre,2024-12-17
100488,Home Decor,4,157.59,Westfield San Francisco Centre,2023-08-08
100489,Books,2,496.62,The Florida Mall,2021-01-19
100490,Beauty Products,3,84.92,The Mall in Columbia,2021-02-21
100491,Jewelry,1,441.54,Easton Town Center,2021-03-06
100492,Beauty Products,2,41.64,Westfield Stratford City,2021-10-22
100493,Clothing,1,146.6,Stonebriar Centre,2020-10-23
100494,Accessories,2,499.6,The Gardens Mall,2024-06-21
100495,Footwear,2,365.46,The Grove,2024-03-25
100496,Beauty Products,2,434.0,Bellevue Square,2024-06-22
100497,Electronics,1,120.37,Perimeter Mall,2021-03-16
100498,Home Decor,3,60.26,Arndale Centre,2021-08-16
100499,Footwear,2,177.67,Westfield Annapolis,2021-01-24
100500,Groceries,2,175.79,Westfield Century City,2023-02-08
100501,Footwear,1,457.35,Tysons Corner Center,2023-03-21
100502,Beauty Products,4,253.31,The Oracle,2021-11-08
100503,Accessories,3,15.52,The Galleria at Fort Lauderdale,2022-01-03
100504,Beauty Products,1,43.88,The Galleria,2022-10-19
100505,Toys,4,12.78,The Galleria at Fort Lauderdale,2025-01-02
100506,Footwear,1,454.66,Perimeter Mall,2022-06-24
100507,Beauty Products,3,409.75,Aventura Mall,2021-02-27
100508,Jewelry,3,110.33,Stanford Shopping Center,2024-03-16
100509,Clothing,1,80.32,Bullring & Grand Central,2025-01-31
100510,Electronics,3,346.71,Westfield London,2022-05-07
100511,Electronics,4,62.8,The Florida Mall,2020-11-26
100512,Clothing,2,296.15,The Domain,2024-07-09
100513,Books,1,266.56,NorthPark Center,2023-09-21
100514,Clothing,1,93.55,The Shops at Columbus Circle,2021-10-12
100515,Jewelry,1,425.34,Park Meadows,2023-01-29
100516,Beauty Products,4,359.18,The Galleria,2021-11-01
100517,Books,4,392.18,Tysons Corner Center,2022-08-17
100518,Toys,4,201.92,Mall of America,2022-03-30
100519,Home Decor,3,348.04,Pheasant Lane Mall,2021-12-15
100520,Beauty Products,1,487.24,The Streets at Southpoint,2020-01-05
100521,Footwear,4,175.18,The Shops at Columbus Circle,2021-04-17
100522,Beauty Products,1,89.37,Lakeside Shopping Centre,2020-06-14
100523,Footwear,4,346.91,Mall of America,2023-03-14
100524,Books,2,354.88,The Americana at Brand,2020-09-01
100525,Beauty Products,2,59.61,Park Meadows,2020-02-24
100526,Toys,3,52.62,Westfield Annapolis,2023-10-31
100527,Home Decor,3,141.34,Bullring & Grand Central,2024-06-22
100528,Beauty Products,3,190.55,Oakbrook Center,2022-01-13
100529,Groceries,4,181.19,Westfield Stratford City,2020-10-14
100530,Accessories,1,52.98,The Mall at Short Hills,2023-04-16
100531,Electronics,2,366.73,SouthPark,2024-02-15
100532,Toys,1,491.9,Fashion Show Mall,2023-04-27
100533,Electronics,2,97.82,The Trafford Centre,2023-07-08
100534,Jewelry,3,237.88,The Trafford Centre,2024-04-27
100535,Electronics,3,51.89,Bluewater Shopping Centre,2021-03-18
100536,Accessories,3,277.99,The Oracle,2023-12-08
100537,Home Decor,3,364.99,Meadowhall,2021-01-31
100538,Accessories,2,437.22,Trafford Centre,2020-03-25
100539,Footwear,4,158.95,SouthPark,2020-07-07
100540,Toys,2,62.87,Lenox Square,2025-01-29
100541,Toys,2,111.14,The Streets at Southpoint,2023-02-04
100542,Clothing,2,174.82,Westfield London,2021-11-18
100543,Groceries,3,429.08,Westfield San Francisco Centre,2024-07-07
100544,Accessories,3,44.96,West Edmonton Mall,2024-12-09
100545,Accessories,2,357.21,South Coast Plaza,2024-06-06
100546,Electronics,4,486.77,The Grove,2022-07-01
100547,Accessories,2,422.79,Perimeter Mall,2020-08-25
100548,Home Decor,3,320.79,Town Center at Boca Raton,2022-04-25
100549,Toys,2,198.62,Bayshore Shopping Centre,2024-01-04
100550,Footwear,2,102.82,NorthPark Center,2022-06-13
100551,Home Decor,4,378.77,Meadowhall,2023-07-05
100552,Electronics,2,359.25,Dolphin Mall,2021-06-01
100553,Accessories,3,314.1,Fashion Show Mall,2023-09-21
100554,Accessories,4,391.83,Westfield Century City,2020-10-29
100555,Toys,4,349.01,Westfield Stratford City,2022-04-10
100556,Footwear,4,475.29,Roosevelt Field,2021-04-23
100557,Books,1,134.73,Stanford Shopping Center,2023-09-08
100558,Clothing,1,41.05,Aventura Mall,2021-03-10
100559,Electronics,1,187.63,Roosevelt Field,2022-05-31
100560,Footwear,3,474.79,South Coast Plaza,2022-11-17
100561,Accessories,2,256.81,King of Prussia Mall,2023-08-26
100562,Electronics,3,198.6,SouthPark,2022-11-19
100563,Jewelry,3,361.77,The Galleria at Fort Lauderdale,2022-12-29
100564,Books,3,10.81,West Edmonton Mall,2022-04-26
100565,Electronics,2,55.79,CambridgeSide,2023-12-19
100566,Clothing,3,417.46,Stonebriar Centre,2022-01-30
100567,Accessories,3,428.13,The Mall in Columbia,2021-08-19
100568,Jewelry,1,407.46,Roosevelt Field,2022-10-09
100569,Jewelry,1,216.02,The Shops at Columbus Circle,2024-06-23
100570,Toys,4,145.02,The Grove,2022-04-30
100571,Beauty Products,1,385.64,CambridgeSide,2023-02-13
100572,Accessories,2,462.37,NorthPark Center,2021-03-18
100573,Books,4,333.74,Bloor-Yorkville,2020-10-14
100574,Home Decor,4,493.73,Lenox Square,2020-12-19
100575,Books,2,443.17,Park Meadows,2020-08-20
100576,Jewelry,2,454.82,Tysons Corner Center,2023-04-26
100577,Electronics,3,140.03,Perimeter Mall,2022-07-14
100578,Home Decor,4,34.3,Easton Town Center,2020-07-14
100579,Clothing,1,129.46,Roosevelt Field,2022-05-02
100580,Footwear,1,306.75,Scottsdale Fashion Square,2020-08-03
100581,Toys,1,454.12,Bluewater Shopping Centre,2022-04-26
100582,Clothing,4,153.83,The Gardens Mall,2020-03-08
100583,Groceries,2,377.11,The Summit,2022-07-06
100584,Jewelry,1,250.8,Arndale Centre,2022-09-30
100585,Electronics,2,111.04,West Edmonton Mall,2023-01-26
100586,Toys,3,263.02,Oakbrook Center,2023-05-20
100587,Electronics,3,345.11,CambridgeSide,2023-08-16
100588,Clothing,1,173.96,Pheasant Lane Mall,2020-07-31
100589,Home Decor,4,88.26,Park Meadows,2020-07-07
100590,Toys,4,87.08,Trafford Centre,2024-07-20
100591,Clothing,3,264.05,The Florida Mall,2021-07-31
100592,Clothing,4,315.88,Stanford Shopping Center,2021-05-27
100593,Books,1,364.44,The Americana at Brand,2024-07-25
100594,Groceries,4,424.46,Lenox Square,2020-04-17
100595,Books,1,44.19,Mall of America,2022-06-14
100596,Books,3,278.92,Westfield Stratford City,2023-09-22
100597,Books,2,300.55,The Shops at La Cantera,2023-11-23
100598,Clothing,3,293.87,Tysons Corner Center,2020-06-10
100599,Electronics,4,471.68,Scottsdale Fashion Square,2023-12-29
100600,Accessories,2,84.71,Westfield London,2024-05-13
100601,Accessories,4,89.07,Cherry Creek Shopping Center,2022-05-20
100602,Home Decor,1,453.75,South Coast Plaza,2021-09-21
100603,Toys,4,153.95,Easton Town Center,2020-08-09
100604,Clothing,2,255.19,Metrocentre,2023-06-29
100605,Groceries,2,379.35,Westfield London,2023-03-28
100606,Groceries,3,331.96,SouthPark,2023-12-17
100607,Footwear,1,74.54,Westfield Annapolis,2023-08-15
100608,Toys,3,101.17,CambridgeSide,2023-03-27
100609,Footwear,2,463.04,The Galleria,2022-10-18
100610,Books,4,54.59,The Galleria,2023-10-16
100611,Clothing,1,131.2,Westfield Stratford City,2025-01-13
100612,Clothing,4,490.74,Bullring & Grand Central,2022-11-07
100613,Clothing,4,161.3,The Summit,2022-07-17
100614,Home Decor,2,46.94,The Streets at Southpoint,2024-01-14
100615,Beauty Products,3,236.36,Lakeside Shopping Centre,2023-08-11
100616,Clothing,2,88.39,Oakbrook Center,2023-11-21
100617,Groceries,1,103.71,The Dubai Mall,2020-04-30
100618,Footwear,2,277.45,Scottsdale Fashion Square,2022-10-03
100619,Beauty Products,4,363.31,Cherry Creek Shopping Center,2023-05-12
100620,Footwear,2,164.12,The Shops at Columbus Circle,2023-07-11
100621,Books,3,304.2,Aventura Mall,2023-01-18
100622,Electronics,4,311.86,The Summit,2020-09-30
100623,Footwear,3,490.11,Tysons Corner Center,2020-05-06
100624,Groceries,2,359.4,Pheasant Lane Mall,2021-10-14
100625,Groceries,3,223.34,The Oracle,2024-10-27
100626,Books,2,477.09,Westfield Century City,2024-02-24
100627,Groceries,1,269.37,The Summit,2020-09-22
100628,Home Decor,4,342.82,Easton Town Center,2022-04-12
100629,Groceries,2,191.71,The Galleria at Fort Lauderdale,2024-04-22
100630,Footwear,4,62.62,Palisades Center,2022-07-27
100631,Beauty Products,2,202.79,The Galleria at Fort Lauderdale,2022-11-22
100632,Clothing,3,389.98,The Mall in Columbia,2020-02-03
100633,Home Decor,2,74.26,SouthPark,2022-10-21
100634,Books,1,448.6,The Florida Mall,2020-08-11
100635,Books,3,385.77,Cherry Creek Shopping Center,2024-03-10
100636,Footwear,2,379.09,Fashion Show Mall,2023-09-01
100637,Accessories,4,175.33,SouthPark,2020-01-24
100638,Clothing,2,314.58,Bayshore Shopping Centre,2021-08-02
100639,Jewelry,3,274.81,Westfield London,2022-04-24
100640,Jewelry,2,279.64,Lakeside Shopping Centre,2024-10-27
100641,Beauty Products,2,401.96,Stonebriar Centre,2023-05-26
100642,Jewelry,2,255.85,Metrocentre,2020-10-06
100643,Toys,3,362.13,Meadowhall,2022-11-06
100644,Home Decor,2,135.42,Metrocentre,2023-03-28
100645,Footwear,4,124.49,Roosevelt Field,2021-02-05
100646,Electronics,1,99.01,Tysons Corner Center,2022-11-25
100647,Clothing,4,317.74,The Summit,2023-05-11
100648,Footwear,1,124.63,The Domain,2020-01-07
100649,Accessories,1,495.87,Trafford Centre,2023-07-10
100650,Beauty Products,2,305.98,Bellevue Square,2024-08-15
100651,Groceries,1,250.96,Roosevelt Field,2022-01-25
100652,Books,4,259.44,Bloor-Yorkville,2022-11-16
100653,Toys,2,114.95,Meadowhall,2023-06-02
100654,Clothing,3,308.03,The Mall at Millenia,2024-03-07
100655,Footwear,2,58.66,Palisades Center,2021-03-11
100656,Beauty Products,3,439.35,Yorkdale Shopping Centre,2022-11-02
100657,Electronics,4,152.47,The Domain,2022-12-03
100658,Accessories,4,310.61,The Gardens Mall,2022-08-07
100659,Beauty Products,3,414.34,King of Prussia Mall,2021-11-19
100660,Accessories,3,443.82,Aventura Mall,2023-01-06
100661,Books,3,362.83,Roosevelt Field,2020-11-17
100662,Home Decor,2,226.53,Westfield Century City,2024-06-13
100663,Beauty Products,3,478.06,The Americana at Brand,2020-09-28
100664,Home Decor,2,142.89,SouthPark,2022-01-05
100665,Accessories,1,299.13,Stanford Shopping Center,2022-11-05
100666,Groceries,4,66.22,Roosevelt Field,2020-05-24
100667,Jewelry,4,317.22,The Mall at Short Hills,2020-05-04
100668,Footwear,1,211.09,Brookfield Place,2020-09-24
100669,Books,3,332.94,Westfield Century City,2024-09-06
100670,Jewelry,4,10.26,The Streets at Southpoint,2022-04-13
100671,Footwear,1,485.25,Arndale Centre,2021-04-29
100672,Electronics,4,411.73,Bluewater Shopping Centre,2020-05-27
100673,Electronics,1,344.08,Easton Town Center,2022-10-29
100674,Books,4,436.07,Yorkdale Shopping Centre,2023-01-08
100675,Jewelry,4,20.46,Bloor-Yorkville,2021-09-19
100676,Jewelry,4,465.13,Stanford Shopping Center,2022-05-22
100677,Clothing,3,385.53,Aventura Mall,2020-03-03
100678,Beauty Products,3,473.51,Westfield Stratford City,2020-05-03
100679,Toys,3,30.53,Bellevue Square,2021-07-03
100680,Accessories,3,93.37,The Domain,2020-06-27
100681,Clothing,4,433.6,Westfield Century City,2024-01-25
100682,Books,4,214.12,Oakbrook Center,2021-11-02
100683,Groceries,1,426.29,Fashion Show Mall,2021-03-31
100684,Accessories,2,321.73,Town Center at Boca Raton,2021-05-14
100685,Clothing,2,107.03,The Galleria at Fort Lauderdale,2020-07-17
100686,Clothing,4,294.9,Bloor-Yorkville,2022-12-30
100687,Jewelry,4,184.54,Scottsdale Fashion Square,2023-05-22
100688,Footwear,3,111.18,Meadowhall,2022-10-28
100689,Home Decor,2,491.13,The Summit,2020-09-15
100690,Jewelry,1,171.37,Bellevue Square,2020-01-14
100691,Home Decor,3,346.54,Roosevelt Field,2023-09-21
100692,Beauty Products,1,294.26,Aventura Mall,2022-01-09
100693,Clothing,2,260.67,Scottsdale Fashion Square,2022-12-29
100694,Jewelry,3,316.41,Park Meadows,2024-04-04
100695,Electronics,1,402.84,Oakbrook Center,2023-08-17
100696,Footwear,1,67.17,The Summit,2021-03-25
100697,Home Decor,2,340.38,Park Meadows,2024-06-18
100698,Beauty Products,1,349.75,Fashion Show Mall,2020-11-08
100699,Beauty Products,2,410.33,Aventura Mall,2021-07-21
100700,Electronics,2,372.7,Cherry Creek Shopping Center,2021-06-06
100701,Toys,2,482.15,Bluewater Shopping Centre,2020-07-16
100702,Books,1,206.1,Bluewater Shopping Centre,2021-01-03
100703,Toys,3,22.02,The Galleria,2023-01-26
100704,Home Decor,1,278.51,Tysons Corner Center,2020-07-25
100705,Jewelry,3,281.97,Arndale Centre,2022-05-05
100706,Jewelry,4,295.1,The Grove,2020-12-14
100707,Footwear,3,64.4,Brookfield Place,2021-05-09
100708,Clothing,2,233.53,The Mall at Millenia,2023-08-08
100709,Groceries,1,225.54,Stonebriar Centre,2022-06-18
100710,Accessories,1,488.95,Palisades Center,2022-07-02
100711,Accessories,4,423.75,Bullring & Grand Central,2021-12-12
100712,Home Decor,3,154.81,Perimeter Mall,2023-09-24
100713,Footwear,2,372.22,Yorkdale Shopping Centre,2024-07-24
100714,Toys,4,164.69,Bellevue Square,2022-12-17
100715,Accessories,1,125.49,Cherry Creek Shopping Center,2020-10-07
100716,Electronics,1,387.05,Pheasant Lane Mall,2024-02-23
100717,Clothing,1,297.5,The Domain,2020-04-07
100718,Home Decor,2,425.98,The Oracle,2021-03-16
100719,Electronics,2,279.49,Arndale Centre,2024-05-22
100720,Groceries,4,187.02,The Shops at Columbus Circle,2025-01-21
100721,Clothing,4,418.38,Westfield Annapolis,2024-08-28
100722,Electronics,1,29.92,Pheasant Lane Mall,2024-06-15
100723,Jewelry,2,189.36,Yorkdale Shopping Centre,2021-03-09
100724,Books,4,233.6,The Mall at Millenia,2023-08-14
100725,Home Decor,2,421.56,Stonebriar Centre,2023-03-20
100726,Beauty Products,4,193.91,Westfield San Francisco Centre,2023-03-28
100727,Clothing,3,380.87,The Streets at Southpoint,2024-09-27
100728,Footwear,3,44.64,International Plaza and Bay Street,2025-01-07
100729,Electronics,1,289.07,Westfield London,2021-10-11
100730,Electronics,1,158.49,Bloor-Yorkville,2020-02-04
100731,Accessories,1,58.03,The Florida Mall,2024-11-16
100732,Toys,2,252.52,Bayshore Shopping Centre,2022-01-01
100733,Groceries,2,88.23,Aventura Mall,2022-01-30
100734,Jewelry,4,11.4,Bullring & Grand Central,2024-09-03
100735,Electronics,2,216.89,SouthPark,2023-04-27
100736,Groceries,4,87.03,The Grove,2020-08-18
100737,Clothing,1,477.49,The Americana at Brand,2024-06-01
100738,Accessories,2,260.69,Metrocentre,2023-05-20
100739,Toys,2,492.29,CambridgeSide,2023-02-16
100740,Jewelry,1,242.87,The Summit,2022-05-10
100741,Jewelry,3,198.49,Mall of America,2023-08-20
100742,Groceries,1,461.87,The Shops at Columbus Circle,2022-10-23
100743,Footwear,1,469.75,Stanford Shopping Center,2023-05-31
100744,Toys,1,169.51,Westfield San Francisco Centre,2021-01-07
100745,Beauty Products,1,140.08,The Shops at Columbus Circle,2021-03-19
100746,Home Decor,1,361.45,Town Center at Boca Raton,2021-02-24
100747,Footwear,2,233.95,Lenox Square,2023-04-22
100748,Accessories,1,44.01,Westfield Century City,2023-01-02
100749,Electronics,2,463.75,Cherry Creek Shopping Center,2023-01-16
100750,Beauty Products,2,292.63,Stonebriar Centre,2020-03-25
100751,Groceries,3,435.44,Bullring & Grand Central,2023-05-28
100752,Footwear,1,385.54,Stonebriar Centre,2020-05-01
100753,Footwear,2,300.22,Park Meadows,2020-01-24
100754,Jewelry,2,113.66,Bullring & Grand Central,2022-11-24
100755,Clothing,3,360.75,Town Center at Boca Raton,2023-11-06
100756,Books,2,344.64,Trafford Centre,2024-10-13
100757,Footwear,2,400.3,West Edmonton Mall,2022-03-15
100758,Groceries,2,494.85,The Mall at Short Hills,2022-02-14
100759,Clothing,4,441.69,The Grove,2024-09-25
100760,Toys,3,258.53,Easton Town Center,2025-01-17
100761,Footwear,1,471.04,Westfield Stratford City,2020-10-05
100762,Accessories,3,421.33,Westfield Stratford City,2021-10-31
100763,Jewelry,3,471.05,Bluewater Shopping Centre,2024-07-16
100764,Home Decor,2,25.18,Westfield London,2020-07-25
100765,Accessories,3,130.96,The Shops at La Cantera,2020-09-12
100766,Electronics,2,436.17,Park Meadows,2020-11-19
100767,Home Decor,3,198.21,Scottsdale Fashion Square,2023-11-24
100768,Electronics,2,9.76,West Edmonton Mall,2023-12-30
100769,Accessories,2,282.35,Bellevue Square,2022-04-19
100770,Books,3,338.92,The Trafford Centre,2024-04-27
100771,Home Decor,4,159.57,Stanford Shopping Center,2021-01-22
100772,Toys,2,425.66,Town Center at Boca Raton,2023-07-30
100773,Groceries,2,283.65,South Coast Plaza,2022-12-09
100774,Electronics,3,415.83,The Shops at La Cantera,2024-02-18
100775,Toys,1,470.74,The Shops at Columbus Circle,2022-04-01
100776,Accessories,3,190.84,Aventura Mall,2020-01-21
100777,Groceries,3,35.1,Roosevelt Field,2021-07-01
100778,Jewelry,2,489.99,Bloor-Yorkville,2021-04-17
100779,Jewelry,4,284.71,Cherry Creek Shopping Center,2023-11-06
100780,Footwear,4,199.35,Westfield Century City,2021-02-11
100781,Clothing,2,91.98,The Grove,2021-02-02
100782,Clothing,2,230.73,International Plaza and Bay Street,2022-05-28
100783,Clothing,2,38.17,Lakeside Shopping Centre,2024-08-29
100784,Books,4,33.02,Aventura Mall,2020-11-12
100785,Home Decor,2,381.19,Perimeter Mall,2023-07-05
100786,Accessories,3,393.66,Arndale Centre,2024-07-10
100787,Groceries,3,364.95,The Americana at Brand,2024-03-09
100788,Home Decor,2,161.22,Oakbrook Center,2022-02-02
100789,Footwear,2,269.68,Stanford Shopping Center,2023-09-26
100790,Electronics,4,459.81,The Shops at Columbus Circle,2021-02-01
100791,Jewelry,2,344.44,Stanford Shopping Center,2020-02-01
100792,Toys,3,387.61,Westfield Century City,2022-07-10
100793,Toys,1,499.07,Palisades Center,2021-09-02
100794,Accessories,4,468.51,King of Prussia Mall,2020-03-19
100795,Beauty Products,3,34.47,The Americana at Brand,2023-07-11
100796,Footwear,1,177.23,International Plaza and Bay Street,2024-10-13
100797,Beauty Products,3,227.12,Westfield Stratford City,2022-01-01
100798,Toys,4,310.4,Trafford Centre,2021-08-10
100799,Groceries,3,396.81,The Mall in Columbia,2023-07-23
100800,Home Decor,2,122.46,Trafford Centre,2022-12-07
100801,Toys,2,404.45,Easton Town Center,2021-10-28
